# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-60052
# Timestamp: Thu, 28-Mar-2019 18:45:39
Gene ID	Gene Name	'small cell lung carcinoma' vs 'normal' .foldChange	'small cell lung carcinoma' vs 'normal'.pValue
ENSG00000151632	AKR1C2	-0.6	0.641176097383367
ENSG00000151640	DPYSL4	1.8	0.0153269244299997
ENSG00000151650	VENTX	-1.4	0.099781986766274
ENSG00000151651	ADAM8	-0.3	0.763698247025037
ENSG00000151655	ITIH2	0.2	0.918542377017895
ENSG00000151657	KIN	0.3	0.550271691444213
ENSG00000151665	PIGF	-0.1	0.95826855244487
ENSG00000151687	ANKAR	-0.3	0.679569975231147
ENSG00000151689	INPP1	-0.9	0.150430793765664
ENSG00000151690	MFSD6	-0.1	0.877718094848106
ENSG00000151692	RNF144A	0.3	0.498689457374435
ENSG00000151693	ASAP2	0.2	0.723458486176269
ENSG00000151694	ADAM17	-1.0	0.00677960530840088
ENSG00000151702	FLI1	-1.7	5.25829452019383E-4
ENSG00000151704	KCNJ1	-0.8	0.587120709081284
ENSG00000151715	TMEM45B	0.7	0.300741054911683
ENSG00000151718	WWC2	-2.6	2.57319073427174E-8
ENSG00000151725	CENPU	1.6	0.0129444043792866
ENSG00000151726	ACSL1	-2.0	2.06607001335825E-6
ENSG00000151729	SLC25A4	-0.2	0.841643768988142
ENSG00000151743	AMN1	1.0	0.111173663809702
ENSG00000151746	BICD1	0.2	0.755425078329302
ENSG00000151748	SAV1	-0.7	0.11339929027141
ENSG00000151773	CCDC122	0.5	0.350551995494669
ENSG00000151778	SERP2	-0.1	0.945784163667326
ENSG00000151779	NBAS	-0.4	0.331380828508731
ENSG00000151789	ZNF385D	0.4	0.739148510348589
ENSG00000151806	GUF1	0.5	0.391437179733923
ENSG00000151812	SLC35F4	3.2	5.46719384569433E-4
ENSG00000151834	GABRA2	0.8	0.537020067550698
ENSG00000151835	SACS	0.3	0.674790664917448
ENSG00000151838	CCDC175	0.6	0.579915442817975
ENSG00000151846	PABPC3	-0.2	0.89527009593169
ENSG00000151849	CENPJ	1.1	0.0263668564777221
ENSG00000151876	FBXO4	0.4	0.568934093869609
ENSG00000151881	TMEM267	0.1	0.94276327854503
ENSG00000151882	CCL28	0.7	0.43948193387607
ENSG00000151883	PARP8	-0.9	0.05426058245154
ENSG00000151892	GFRA1	-0.4	0.688761692750947
ENSG00000151893	CACUL1	-0.1	0.800548947899264
ENSG00000151914	DST	-1.3	0.00770251027540712
ENSG00000151917	BEND6	1.0	0.351795549954812
ENSG00000151923	TIAL1	0.1	0.83395743534252
ENSG00000151929	BAG3	-1.4	0.00845292355788525
ENSG00000151948	GLT1D1	0.5	0.564252803859109
ENSG00000151952	TMEM132D	2.2	0.00273714070532224
ENSG00000151962	RBM46	2.7	0.0412520619535398
ENSG00000151967	SCHIP1	-0.3	0.759839519309867
ENSG00000152034	MCHR2	0.9	0.622554309768592
ENSG00000152049	KCNE4	0.7	0.363741827585162
ENSG00000152056	AP1S3	0.1	0.919874033270665
ENSG00000152061	RABGAP1L	-0.1	0.774256362142313
ENSG00000152076	CCDC74B	2.1	7.03639178112533E-4
ENSG00000152078	TMEM56	0.6	0.400805616784305
ENSG00000152082	MZT2B	1.3	0.100357742177716
ENSG00000152086	TUBA3E	1.7	0.273583584128355
ENSG00000152092	ASTN1	1.7	0.0161121014881013
ENSG00000152102	FAM168B	0.8	0.0625912346560806
ENSG00000152104	PTPN14	-1.4	0.00772769846597578
ENSG00000152117	AC073869.1	0.7	0.187301989910458
ENSG00000152127	MGAT5	0.1	0.912845388827829
ENSG00000152128	TMEM163	-0.8	0.223595320742401
ENSG00000152133	GPATCH11	0.2	0.758130176892829
ENSG00000152137	HSPB8	-2.6	4.63065865066143E-4
ENSG00000152147	GEMIN6	1.2	0.0084342435989963
ENSG00000152154	TMEM178A	0.3	0.770908117131715
ENSG00000152192	POU4F1	1.5	0.101524857987008
ENSG00000152193	RNF219	1.4	0.00937366331935931
ENSG00000152207	CYSLTR2	-0.4	0.72467669116259
ENSG00000152208	GRID2	0.6	0.706589214534394
ENSG00000152214	RIT2	1.9	0.174195877125852
ENSG00000152217	SETBP1	0.8	0.0473097697329538
ENSG00000152219	ARL14EP	0.4	0.36105095636735
ENSG00000152223	EPG5	-0.2	0.462647743579412
ENSG00000152229	PSTPIP2	0.1	0.930825166627805
ENSG00000152234	ATP5F1A	0.4	0.145074638052545
ENSG00000152240	HAUS1	1.4	0.00164888519229612
ENSG00000152242	C18orf25	0.3	0.43445312171263
ENSG00000152253	SPC25	0.9	0.0220219490574945
ENSG00000152254	G6PC2	1.2	0.347027388559291
ENSG00000152256	PDK1	1.1	2.18211779801697E-4
ENSG00000152266	PTH	-0.3	0.887535026689551
ENSG00000152270	PDE3B	0.1	0.814111653493322
ENSG00000152284	TCF7L1	-0.9	0.207712605419207
ENSG00000152291	TGOLN2	-0.5	0.250572050481841
ENSG00000152292	SH2D6	2.3	0.0225012071969436
ENSG00000152315	KCNK13	0.8	0.592880351134567
ENSG00000152332	UHMK1	0.2	0.804058587352793
ENSG00000152348	ATG10	0.8	0.087396456354648
ENSG00000152359	POC5	0.2	0.822801123034339
ENSG00000152377	SPOCK1	2.1	0.00243389641047902
ENSG00000152380	FAM151B	-0.3	0.840745002778053
ENSG00000152382	TADA1	0.5	0.318529435818504
ENSG00000152402	GUCY1A2	-1.8	0.00230685207082535
ENSG00000152409	JMY	-0.2	0.747914040887594
ENSG00000152413	HOMER1	-0.6	0.213890816976225
ENSG00000152422	XRCC4	0.3	0.699342469687732
ENSG00000152430	BOLL	2.2	0.0185088502580609
ENSG00000152433	ZNF547	2.2	0.00634531411013631
ENSG00000152443	ZNF776	0.7	0.105613720120916
ENSG00000152454	ZNF256	0.5	0.487162945612425
ENSG00000152455	SUV39H2	0.8	0.095569224215235
ENSG00000152457	DCLRE1C	0.6	0.214964322815806
ENSG00000152463	OLAH	2.2	0.00203056731580016
ENSG00000152464	RPP38	0.3	0.672576799180332
ENSG00000152465	NMT2	0.3	0.579813073530587
ENSG00000152467	ZSCAN1	1.6	0.263235827676382
ENSG00000152475	ZNF837	1.5	0.142841060910599
ENSG00000152484	USP12	-0.1	0.922921772352467
ENSG00000152492	CCDC50	-0.3	0.570118153491301
ENSG00000152495	CAMK4	1.1	0.0922070623497959
ENSG00000152503	TRIM36	2.0	2.6386159996251E-4
ENSG00000152518	ZFP36L2	-1.6	0.0039375813805731
ENSG00000152520	PAN3	-0.4	0.280110307382234
ENSG00000152527	PLEKHH2	-1.8	2.41456307270289E-4
ENSG00000152556	PFKM	0.4	0.351124311384943
ENSG00000152558	TMEM123	0.3	0.687000466646302
ENSG00000152578	GRIA4	0.9	0.3791002866993
ENSG00000152580	IGSF10	-1.1	0.181233443618821
ENSG00000152583	SPARCL1	-2.2	0.00162386972096908
ENSG00000152591	DSPP	3.2	0.00281561431472171
ENSG00000152592	DMP1	1.7	0.220485820654398
ENSG00000152601	MBNL1	-1.5	2.01764238261924E-4
ENSG00000152611	CAPSL	0.8	0.616502299551121
ENSG00000152620	NADK2	0.4	0.54672713198039
ENSG00000152642	GPD1L	-1.8	0.00186936575991809
ENSG00000152661	GJA1	-2.1	2.44343583487148E-4
ENSG00000152669	CCNO	1.4	0.14805155347034
ENSG00000152670	DDX4	0.5	0.789879313335006
ENSG00000152672	CLEC4F	1.0	0.315842048265966
ENSG00000152683	SLC30A6	0.1	0.902432010642904
ENSG00000152684	PELO	-0.8	0.154349538358455
ENSG00000152689	RASGRP3	-0.2	0.77502294901095
ENSG00000152705	CATSPER3	-0.4	0.773595227659126
ENSG00000152749	GPR180	1.0	0.0451895869563595
ENSG00000152760	TCTEX1D1	-0.1	0.93070628424074
ENSG00000152763	WDR78	-0.3	0.765378845805402
ENSG00000152766	ANKRD22	-0.4	0.832707812610763
ENSG00000152767	FARP1	0.7	0.0494183148064094
ENSG00000152778	IFIT5	-1.1	0.0808801408349813
ENSG00000152779	SLC16A12	-1.0	0.310651122289784
ENSG00000152782	PANK1	0.9	0.102593906435076
ENSG00000152785	BMP3	-0.9	0.41157985569281
ENSG00000152795	HNRNPDL	0.4	0.326758809161642
ENSG00000152804	HHEX	-0.2	0.898062679490338
ENSG00000152818	UTRN	-2.2	5.022010880835E-5
ENSG00000152822	GRM1	0.4	0.813048308179302
ENSG00000152894	PTPRK	-0.3	0.667062558068397
ENSG00000152904	GGPS1	0.7	0.013332209647034
ENSG00000152910	CNTNAP4	1.6	0.153380290116757
ENSG00000152926	ZNF117	0.5	0.247535014184659
ENSG00000152931	PART1	1.1	0.121687704855466
ENSG00000152932	RAB3C	2.2	0.00580733372357093
ENSG00000152936	LMNTD1	0.9	0.405678041862785
ENSG00000152939	MARVELD2	-0.3	0.469691616732924
ENSG00000152942	RAD17	0.1	0.923590936866646
ENSG00000152944	MED21	-0.2	0.754810017084974
ENSG00000152952	PLOD2	0.4	0.40217426860394
ENSG00000152953	STK32B	0.1	0.923637947711304
ENSG00000152954	NRSN1	2.7	8.96759536528071E-5
ENSG00000152969	JAKMIP1	1.7	0.023108259814592
ENSG00000152977	ZIC1	2.1	0.0589706237754853
ENSG00000152990	ADGRA3	0.8	0.0945162551996122
ENSG00000153002	CPB1	1.4	0.236723617208375
ENSG00000153006	SREK1IP1	0.2	0.757681833523108
ENSG00000153012	LGI2	0.3	0.757293205711747
ENSG00000153015	CWC27	0.2	0.788975309445638
ENSG00000153029	MR1	-0.9	0.145996620538564
ENSG00000153037	SRP19	-0.1	0.904532429019715
ENSG00000153044	CENPH	0.9	0.158362381839364
ENSG00000153046	CDYL	0.3	0.547646902182705
ENSG00000153048	CARHSP1	0.5	0.116977639958574
ENSG00000153060	TEKT5	2.5	0.031424765754215
ENSG00000153064	BANK1	-0.7	0.413875766068767
ENSG00000153066	TXNDC11	-0.9	0.00527264551749682
ENSG00000153071	DAB2	-1.7	0.00392915166201536
ENSG00000153086	ACMSD	0.3	0.75040056943034
ENSG00000153093	ACOXL	-0.9	0.296554553272699
ENSG00000153094	BCL2L11	0.7	0.0506090143017148
ENSG00000153107	ANAPC1	0.3	0.506933908091508
ENSG00000153113	CAST	-1.5	0.00426807954445812
ENSG00000153130	SCOC	0.8	0.120428377860739
ENSG00000153132	CLGN	1.6	0.0216524458564279
ENSG00000153140	CETN3	0.5	0.486882844778473
ENSG00000153157	SYCP2L	-0.6	0.564460052668037
ENSG00000153162	BMP6	-1.1	0.180118053180708
ENSG00000153165	RGPD3	1.0	0.434524756383518
ENSG00000153179	RASSF3	-0.4	0.487686641085472
ENSG00000153187	HNRNPU	0.2	0.638851495166578
ENSG00000153207	AHCTF1	0.2	0.627433902183888
ENSG00000153208	MERTK	-0.9	0.153582470955242
ENSG00000153214	TMEM87B	-0.4	0.361092602399384
ENSG00000153230	OR14K1	1.6	0.324448180857877
ENSG00000153233	PTPRR	0.8	0.603086026250445
ENSG00000153234	NR4A2	-1.2	0.038031667986751
ENSG00000153237	CCDC148	0.8	0.301327697501026
ENSG00000153246	PLA2R1	-0.7	0.41904605889139
ENSG00000153250	RBMS1	-1.2	0.00543631016826418
ENSG00000153253	SCN3A	2.0	0.00910428091152468
ENSG00000153266	FEZF2	1.9	0.234266509677974
ENSG00000153283	CD96	-0.3	0.71189737400181
ENSG00000153291	SLC25A27	-0.1	0.91544131967928
ENSG00000153292	ADGRF1	0.6	0.571623823200983
ENSG00000153294	ADGRF4	-0.2	0.928944508936963
ENSG00000153303	FRMD1	0.8	0.571082816663708
ENSG00000153310	FAM49B	0.1	0.826621550929644
ENSG00000153317	ASAP1	-0.5	0.205495249478067
ENSG00000153339	TRAPPC8	0.1	0.834115349830766
ENSG00000153347	FAM81B	-0.5	0.732166323220986
ENSG00000153363	LINC00467	1.6	1.13599740398601E-4
ENSG00000153391	INO80C	0.1	0.869161433875234
ENSG00000153395	LPCAT1	-0.9	0.0395148340861684
ENSG00000153404	PLEKHG4B	2.1	2.0523519621307E-6
ENSG00000153406	NMRAL1	0.2	0.663860253228007
ENSG00000153446	C16orf89	-2.9	7.69541832812974E-4
ENSG00000153485	TMEM251	-0.1	0.964942815014496
ENSG00000153487	ING1	0.7	0.0336193499766506
ENSG00000153495	TEX29	0.9	0.470961853652605
ENSG00000153498	SPACA7	2.5	0.0862126254012501
ENSG00000153531	ADPRHL1	3.5	8.36374640343507E-6
ENSG00000153551	CMTM7	-0.4	0.677740143076976
ENSG00000153558	FBXL2	-0.3	0.595449695480017
ENSG00000153560	UBP1	-0.4	0.200410057546188
ENSG00000153561	RMND5A	0.4	0.365380927395853
ENSG00000153563	CD8A	-0.5	0.587791297233161
ENSG00000153574	RPIA	1.0	0.0876469635279458
ENSG00000153684	GOLGA8F	-0.1	0.953020305637733
ENSG00000153714	LURAP1L	-1.1	0.176265470736426
ENSG00000153721	CNKSR3	0.9	0.0919645694124948
ENSG00000153767	GTF2E1	0.6	0.158949194034185
ENSG00000153779	TGIF2LX	0.9	0.632682974182382
ENSG00000153786	ZDHHC7	-1.2	1.68555343672687E-4
ENSG00000153789	FAM92B	-0.8	0.520264143768161
ENSG00000153790	C7orf31	0.1	0.953492647456396
ENSG00000153802	TMPRSS11D	2.3	0.00378792947456252
ENSG00000153815	CMIP	0.7	0.0841210817872057
ENSG00000153820	SPHKAP	2.6	0.022996537034524
ENSG00000153822	KCNJ16	0.8	0.420976679825833
ENSG00000153823	PID1	-0.8	0.374825523040882
ENSG00000153827	TRIP12	-0.4	0.309834219184283
ENSG00000153832	FBXO36	0.6	0.385313496274627
ENSG00000153879	CEBPG	0.8	0.211563004191833
ENSG00000153885	KCTD15	-1.1	0.0264268449900437
ENSG00000153896	ZNF599	0.6	0.394563872301586
ENSG00000153898	MCOLN2	-1.4	0.137289341885992
ENSG00000153902	LGI4	-0.6	0.628973662410959
ENSG00000153904	DDAH1	-0.8	0.0607425695514488
ENSG00000153914	SREK1	0.1	0.833213487552172
ENSG00000153922	CHD1	-0.2	0.677519201381414
ENSG00000153923	CLCA3P	0.7	0.640439070241282
ENSG00000153930	ANKFN1	-0.6	0.632768748858853
ENSG00000153933	DGKE	-0.1	0.869412998369489
ENSG00000153936	HS2ST1	0.8	0.129951008977319
ENSG00000153944	MSI2	1.3	7.72364487055984E-6
ENSG00000153956	CACNA2D1	0.9	0.212094237237418
ENSG00000153975	ZUP1	0.7	0.270449794104073
ENSG00000153976	HS3ST3A1	-0.4	0.85131390288014
ENSG00000153982	GDPD1	0.5	0.527193315181424
ENSG00000153993	SEMA3D	0.1	0.968271479506643
ENSG00000154001	PPP2R5E	0.2	0.753138095976135
ENSG00000154016	GRAP	0.3	0.868917605585466
ENSG00000154025	SLC5A10	-0.2	0.876168567728731
ENSG00000154027	AK5	2.0	0.0219965551695421
ENSG00000154040	CABYR	1.0	0.0670123362885391
ENSG00000154059	IMPACT	0.7	0.165520281922012
ENSG00000154065	ANKRD29	-2.5	7.16723698107949E-4
ENSG00000154079	SDHAF4	2.2	2.21690856597069E-4
ENSG00000154080	CHST9	1.1	0.268159462929039
ENSG00000154099	DNAAF1	-1.0	0.158366942204032
ENSG00000154102	C16orf74	0.7	0.630497845982716
ENSG00000154114	TBCEL	-0.7	0.155171820742764
ENSG00000154118	JPH3	1.3	0.0963144069981642
ENSG00000154122	ANKH	0.6	0.0766048605492315
ENSG00000154124	OTULIN	0.6	0.275308771284497
ENSG00000154133	ROBO4	-2.8	1.20532434932567E-5
ENSG00000154134	ROBO3	-0.7	0.516755200754104
ENSG00000154143	PANX3	-1.1	0.505442026069727
ENSG00000154144	TBRG1	-0.7	0.0287569817097113
ENSG00000154146	NRGN	-1.3	0.114638468570719
ENSG00000154153	RETREG1	1.1	0.0668868934628508
ENSG00000154162	CDH12	0.7	0.509918699262803
ENSG00000154165	GPR15	-0.4	0.843468013935353
ENSG00000154174	TOMM70	0.6	0.212532287204205
ENSG00000154175	ABI3BP	-2.5	6.139941944251E-5
ENSG00000154188	ANGPT1	-0.9	0.316376190167168
ENSG00000154198	CYP4Z2P	-2.7	0.0119048119944968
ENSG00000154217	PITPNC1	-0.3	0.526369444051159
ENSG00000154222	CC2D1B	-0.1	0.869412998369489
ENSG00000154227	CERS3	1.6	0.11258930685601
ENSG00000154229	PRKCA	-0.4	0.421386434048334
ENSG00000154237	LRRK1	0.4	0.641704523312858
ENSG00000154240	CEP112	-0.1	0.861609808529248
ENSG00000154252	GAL3ST2	0.4	0.850393535477453
ENSG00000154258	ABCA9	-1.0	0.174161949387884
ENSG00000154262	ABCA6	-1.5	0.0495067040580446
ENSG00000154263	ABCA10	-1.0	0.165378086847597
ENSG00000154265	ABCA5	0.6	0.213282027537208
ENSG00000154274	C4orf19	-0.8	0.211027616387864
ENSG00000154277	UCHL1	2.6	8.79942933381838E-7
ENSG00000154305	MIA3	0.1	0.920261110814529
ENSG00000154309	DISP1	-0.5	0.365118394060119
ENSG00000154310	TNIK	-0.5	0.458498769092594
ENSG00000154316	TDH	1.7	0.101327156052912
ENSG00000154319	FAM167A	0.5	0.544457344878881
ENSG00000154328	NEIL2	-0.2	0.83562789717553
ENSG00000154330	PGM5	-1.1	0.176243614595162
ENSG00000154342	WNT3A	-1.9	0.168049467974683
ENSG00000154358	OBSCN	-1.2	0.0123242589560717
ENSG00000154359	LONRF1	-1.2	0.00666115500660106
ENSG00000154370	TRIM11	0.3	0.399390055670095
ENSG00000154380	ENAH	0.8	0.00505379111165537
ENSG00000154415	PPP1R3A	0.6	0.764325330666791
ENSG00000154429	CCSAP	0.8	0.103563730696764
ENSG00000154438	ASZ1	-0.1	0.970086933273648
ENSG00000154447	SH3RF1	-1.4	0.00115533475633158
ENSG00000154451	GBP5	-0.5	0.591894836112681
ENSG00000154473	BUB3	1.1	0.00990348746138686
ENSG00000154478	GPR26	1.5	0.16504574903777
ENSG00000154479	CCDC173	0.3	0.735391341206774
ENSG00000154485	MMP21	-0.1	0.952574660342181
ENSG00000154493	C10orf90	0.4	0.787922169785581
ENSG00000154511	DIPK1A	0.3	0.638036393847808
ENSG00000154529	CNTNAP3B	0.2	0.846638569185994
ENSG00000154537	FAM27C	1.2	0.232368691688378
ENSG00000154548	SRSF12	1.3	0.0258646872428452
ENSG00000154553	PDLIM3	-1.7	0.00818501117213991
ENSG00000154556	SORBS2	-0.6	0.258428212366851
ENSG00000154582	ELOC	0.8	0.0711169857157622
ENSG00000154589	LY96	-0.5	0.777277413850943
ENSG00000154608	CEP170P1	2.7	7.8778353495256E-4
ENSG00000154611	PSMA8	3.0	0.0226934161495419
ENSG00000154620	TMSB4Y	-0.1	0.970477255883972
ENSG00000154639	CXADR	1.1	0.00797041627272087
ENSG00000154640	BTG3	0.1	0.905857020019705
ENSG00000154642	C21orf91	0.1	0.937785661304755
ENSG00000154645	CHODL	2.0	0.0431262532377107
ENSG00000154646	TMPRSS15	1.1	0.458482157635786
ENSG00000154654	NCAM2	-0.4	0.732785851549539
ENSG00000154655	L3MBTL4	0.7	0.152995933527849
ENSG00000154678	PDE1C	-0.4	0.673191639121883
ENSG00000154710	RABGEF1	1.1	0.109427404267767
ENSG00000154719	MRPL39	0.7	0.357038600835149
ENSG00000154721	JAM2	-1.5	0.0284577231171706
ENSG00000154723	ATP5PF	0.7	0.301845368355365
ENSG00000154727	GABPA	0.1	0.949596552825336
ENSG00000154734	ADAMTS1	-2.1	0.0019192344101832
ENSG00000154743	TSEN2	0.2	0.755425078329302
ENSG00000154760	SLFN13	1.3	0.0738986158986599
ENSG00000154764	WNT7A	-1.3	0.339471433446189
ENSG00000154767	XPC	-0.5	0.411878453846236
ENSG00000154781	CCDC174	0.3	0.58099515833078
ENSG00000154783	FGD5	-2.4	2.97243722812214E-5
ENSG00000154803	FLCN	-0.3	0.574782260224802
ENSG00000154813	DPH3	-0.5	0.469038687216063
ENSG00000154814	OXNAD1	-1.0	0.039157495065152
ENSG00000154822	PLCL2	0.3	0.692538513028414
ENSG00000154832	CXXC1	0.8	0.0757772140950884
ENSG00000154839	SKA1	1.1	0.00713264710782271
ENSG00000154845	PPP4R1	-0.4	0.286247609872708
ENSG00000154856	APCDD1	-0.7	0.363050467413264
ENSG00000154864	PIEZO2	0.1	0.942065444781948
ENSG00000154874	CCDC144B	0.1	0.963613041029459
ENSG00000154889	MPPE1	0.6	0.119450184739952
ENSG00000154898	CCDC144CP	0.9	0.299954045643424
ENSG00000154914	USP43	-0.8	0.297003530830458
ENSG00000154917	RAB6B	0.9	0.220684217752337
ENSG00000154920	EME1	1.3	0.041925530880077
ENSG00000154928	EPHB1	1.7	0.0143755271285914
ENSG00000154930	ACSS1	-0.7	0.323168839407161
ENSG00000154945	ANKRD40	-0.5	0.110495486514752
ENSG00000154957	ZNF18	-0.2	0.838613341967873
ENSG00000154975	CA10	1.3	0.348778887152931
ENSG00000154978	VOPP1	0.4	0.250303531983614
ENSG00000154997	SEPT14	0.2	0.895007391959686
ENSG00000155011	DKK2	-0.8	0.55183600986801
ENSG00000155026	RSPH10B	-0.2	0.907523992821767
ENSG00000155034	FBXL18	0.5	0.311353566955986
ENSG00000155052	CNTNAP5	3.1	5.96979687076027E-5
ENSG00000155066	PROM2	0.8	0.131371654831327
ENSG00000155085	AK9	1.3	0.00283192014631131
ENSG00000155087	ODF1	0.8	0.706589214534394
ENSG00000155090	KLF10	-1.4	9.35385128661471E-5
ENSG00000155093	PTPRN2	1.9	2.60432306418772E-4
ENSG00000155096	AZIN1	0.3	0.414493509240468
ENSG00000155097	ATP6V1C1	0.2	0.738806479431502
ENSG00000155100	OTUD6B	0.4	0.526017247662689
ENSG00000155111	CDK19	0.9	0.0582752731131827
ENSG00000155115	GTF3C6	1.2	0.0722345364992307
ENSG00000155158	TTC39B	0.4	0.320739737687255
ENSG00000155189	AGPAT5	1.7	1.68746875740357E-4
ENSG00000155229	MMS19	-0.3	0.498447036973981
ENSG00000155249	OR4K1	-0.5	0.821672137977952
ENSG00000155252	PI4K2A	-0.6	0.200634099462301
ENSG00000155254	MARVELD1	-1.2	0.0312161627153057
ENSG00000155256	ZFYVE27	-0.4	0.367500700301057
ENSG00000155265	GOLGA7B	1.1	0.167182207666879
ENSG00000155269	GPR78	1.5	0.308810542099759
ENSG00000155275	TRMT44	-0.1	0.805268061771283
ENSG00000155287	SLC25A28	-0.7	0.221463567399749
ENSG00000155304	HSPA13	1.0	0.0915066619610753
ENSG00000155307	SAMSN1	-1.0	0.271822379292869
ENSG00000155313	USP25	-0.9	0.0992242873225528
ENSG00000155324	GRAMD2B	-0.8	0.113955069507275
ENSG00000155330	C16orf87	0.7	0.283741902393103
ENSG00000155363	MOV10	0.1	0.909134120276475
ENSG00000155366	RHOC	-1.4	9.41194406384329E-4
ENSG00000155368	DBI	-0.7	0.169470723585433
ENSG00000155380	SLC16A1	0.6	0.208626590510752
ENSG00000155393	HEATR3	0.6	0.271303934200622
ENSG00000155428	TRIM74	0.3	0.863523707490273
ENSG00000155438	NIFK	0.4	0.367274818261321
ENSG00000155463	OXA1L	-0.2	0.582936279332587
ENSG00000155465	SLC7A7	-0.9	0.142180093409671
ENSG00000155495	MAGEC1	1.4	0.3841292352153
ENSG00000155506	LARP1	-0.3	0.476753969746329
ENSG00000155508	CNOT8	-0.6	0.236214464376425
ENSG00000155511	GRIA1	0.2	0.881346091131664
ENSG00000155530	LRGUK	0.5	0.550271691444213
ENSG00000155542	SETD9	-0.6	0.611572489780876
ENSG00000155545	MIER3	-0.2	0.67267559516699
ENSG00000155561	NUP205	0.6	0.111688569104002
ENSG00000155592	ZKSCAN2	0.7	0.09504725549858
ENSG00000155622	XAGE2	-0.8	0.69515141639354
ENSG00000155629	PIK3AP1	-1.1	0.0135009387476913
ENSG00000155636	RBM45	0.2	0.822953559394466
ENSG00000155640	ENSG00000155640	0.2	0.638658309811979
ENSG00000155657	TTN	-2.1	2.74507445775864E-5
ENSG00000155659	VSIG4	-2.5	0.00483600539046204
ENSG00000155660	PDIA4	0.4	0.400467360560809
ENSG00000155666	KDM8	-0.3	0.751271326031733
ENSG00000155714	PDZD9	0.7	0.679569975231147
ENSG00000155719	OTOA	1.0	0.398078211057953
ENSG00000155729	KCTD18	-0.1	0.830869844964471
ENSG00000155744	FAM126B	-0.3	0.380659226742613
ENSG00000155749	ALS2CR12	-0.2	0.79594269011457
ENSG00000155754	C2CD6	1.0	0.354225619324054
ENSG00000155755	TMEM237	0.7	0.226932829135577
ENSG00000155760	FZD7	-1.3	0.0499715272672768
ENSG00000155792	DEPTOR	-0.5	0.537206576299433
ENSG00000155816	FMN2	2.4	1.17593332667029E-5
ENSG00000155827	RNF20	0.2	0.725477382336565
ENSG00000155833	CYLC2	0.4	0.772056299749786
ENSG00000155846	PPARGC1B	-1.5	0.0159392508878347
ENSG00000155849	ELMO1	-1.5	0.00624191051051299
ENSG00000155850	SLC26A2	-0.8	0.174739642321376
ENSG00000155858	LSM11	0.4	0.549995685224408
ENSG00000155868	MED7	0.2	0.832586431375815
ENSG00000155875	SAXO1	1.1	0.387197432141294
ENSG00000155876	RRAGA	-0.2	0.833867442866556
ENSG00000155886	SLC24A2	1.4	0.166595618353182
ENSG00000155890	TRIM42	2.2	0.136080795884281
ENSG00000155893	PXYLP1	0.7	0.226650328073205
ENSG00000155897	ADCY8	-0.5	0.791983651018283
ENSG00000155903	RASA2	-0.1	0.877992551026615
ENSG00000155906	RMND1	-0.3	0.631213260187425
ENSG00000155918	RAET1L	-0.5	0.810490363283718
ENSG00000155926	SLA	-1.6	0.0135447365929556
ENSG00000155957	TMBIM4	-0.2	0.77645516745565
ENSG00000155959	VBP1	0.6	0.307000946926328
ENSG00000155961	RAB39B	2.1	0.0023588993904975
ENSG00000155962	CLIC2	-1.6	0.0548321477054901
ENSG00000155966	AFF2	-0.3	0.831717302484122
ENSG00000155970	MICU3	0.3	0.702193539803181
ENSG00000155974	GRIP1	1.1	0.0578127114564617
ENSG00000155975	VPS37A	0.1	0.838358103753653
ENSG00000155980	KIF5A	2.4	1.07841636882734E-4
ENSG00000156009	MAGEA8	-0.1	0.972489848069661
ENSG00000156011	PSD3	1.6	1.04517904199401E-4
ENSG00000156017	CARNMT1	-0.3	0.686462198429583
ENSG00000156026	MCU	-0.8	0.0313480319831673
ENSG00000156030	ELMSAN1	-1.3	7.41875094131252E-5
ENSG00000156042	CFAP70	-0.4	0.624136542234573
ENSG00000156049	GNA14	-1.5	0.0811651894076637
ENSG00000156050	FAM161B	0.8	0.122609033426517
ENSG00000156052	GNAQ	-0.5	0.258050444597378
ENSG00000156076	WIF1	-2.7	0.0168003739249333
ENSG00000156096	UGT2B4	-0.3	0.859108655276145
ENSG00000156097	GPR61	3.6	1.80934292158601E-5
ENSG00000156103	MMP16	1.9	0.00849234669179697
ENSG00000156110	ADK	-0.2	0.711429024921537
ENSG00000156113	KCNMA1	0.6	0.261477667941148
ENSG00000156127	BATF	-0.5	0.781967528075573
ENSG00000156140	ADAMTS3	-0.2	0.883311793104217
ENSG00000156150	ALX3	2.3	0.0642569407085753
ENSG00000156162	DPY19L4	0.3	0.573677302507002
ENSG00000156170	NDUFAF6	1.3	1.93634298269403E-4
ENSG00000156171	DRAM2	-0.4	0.352366569754468
ENSG00000156172	C8orf37	0.7	0.292830779103853
ENSG00000156194	PPEF2	1.6	0.205948818458677
ENSG00000156206	CFAP161	-1.8	0.0768218458442864
ENSG00000156218	ADAMTSL3	0.2	0.847034587004745
ENSG00000156219	ART3	1.6	0.279780436412575
ENSG00000156222	SLC28A1	2.2	0.12384470664862
ENSG00000156232	WHAMM	-0.4	0.376829786419066
ENSG00000156234	CXCL13	0.5	0.741010858210932
ENSG00000156239	N6AMT1	-0.1	0.954348728528915
